Date,Time,SiteID,Temp_Inst,DO_Inst,pH_Inst,Depth
2023-04-17,15:20:28,LNEO001A,11.77,2.55,7.98,7.08
2023-04-17,15:20:31,LNEO001A,11.65,2.32,7.96,8.14
2023-04-17,15:21:14,LNEO001A,11.09,0.88,7.85,9.13
2023-04-17,15:21:55,LNEO001A,11.12,0.51,7.91,9.34
2023-05-16,09:35:04,LOUA006A,28.91,8.65,8.23,0.14
2023-05-16,09:36:00,LOUA006A,28.56,8.64,8.3,1.01
2023-05-16,09:36:34,LOUA006A,27.52,8.68,8.24,1.58
2023-05-16,09:36:48,LOUA006A,26.5,8.4,8.09,1.99
2023-05-16,09:37:01,LOUA006A,25.63,7.77,7.94,2.23
2023-05-15,14:50:16,LOUA007A,31.73,12.91,9.73,0.48
2023-05-15,14:50:43,LOUA007A,31.06,12.14,9.78,1.1
2023-05-15,14:50:46,LOUA007A,29.98,12.39,9.69,1.34
2023-05-15,14:50:50,LOUA007A,28.71,11.2,9.33,1.72
2023-05-15,14:50:51,LOUA007A,27.81,11.07,9.19,1.97
2023-05-15,14:50:52,LOUA007A,26.8,11.24,9.15,2.05
2023-05-15,14:50:56,LOUA007A,25.71,10.5,9.05,2.07
2023-05-15,14:51:04,LOUA007A,24.59,8.32,8.76,2.17
2023-05-15,14:51:08,LOUA007A,23.56,6.35,8.6,2.9
2023-05-15,14:51:17,LOUA007A,22.54,3.53,8.26,3.66
2023-05-15,14:51:37,LOUA007A,21.5,1.62,7.72,3.83
2023-05-15,14:51:54,LOUA007A,20.96,1.05,7.12,4.08
2023-05-15,13:31:49,LOUA008A,27.06,10.45,8.24,0.35
2023-05-15,13:34:06,LOUA008A,26.44,10.2,8.33,0.99
2023-05-15,13:34:18,LOUA008A,25.37,9.83,8.21,1.59
2023-05-15,13:34:25,LOUA008A,24.39,9.88,8.14,1.69
2023-05-15,13:34:32,LOUA008A,23.42,9.34,8.07,1.81
2023-05-15,13:34:40,LOUA008A,22.4,8.39,7.93,1.98
2023-05-15,13:34:46,LOUA008A,21.48,6.42,7.81,2.22
2023-05-15,13:34:54,LOUA008A,20.33,3.8,7.61,2.68
2023-05-15,13:34:58,LOUA008A,19.4,3.19,7.53,2.79
2023-05-15,13:35:07,LOUA008A,18.33,2.07,7.35,3.12
2023-05-15,13:35:19,LOUA008A,17.45,1.23,7.13,3.42
2023-05-15,13:35:33,LOUA008A,16.5,0.84,6.91,3.58
2023-05-15,13:35:47,LOUA008A,15.45,0.62,6.55,3.74
2023-05-15,13:36:32,LOUA008A,14.48,0.33,5.88,4.06
2023-05-15,13:36:40,LOUA008A,14.1,0.3,5.77,4.3
2023-05-15,11:48:53,LOUA010A,28.81,9.75,8.22,0.3
2023-05-15,11:49:42,LOUA010A,28.24,9.83,8.33,0.53
2023-05-15,11:51:39,LOUA010A,27.25,9.97,8.44,0.96
2023-05-15,11:52:03,LOUA010A,26.27,9.25,8.17,1.44
2023-05-15,11:52:20,LOUA010A,25.27,7.03,7.89,1.68
2023-05-15,11:52:40,LOUA010A,24.2,2.5,7.45,2.24
2023-05-22,09:15:00,LARK026A,24.96,7.8,8.14,0.46
2023-05-22,09:15:33,LARK026A,24.94,7.72,8.12,1
2023-05-22,09:16:05,LARK026A,24.67,6.97,7.87,2
2023-05-22,09:16:26,LARK026A,24.48,6.6,7.67,2.2
2023-05-30,10:05:15,LWHI001A,26.94,7.88,8.09,0.34
2023-05-30,10:05:44,LWHI001A,26.85,6.42,7.9,0.54
2023-05-30,10:05:54,LWHI001A,26.61,4.49,7.71,0.74
2023-05-30,10:06:03,LWHI001A,26.36,3.17,7.66,0.94
2023-05-30,10:06:17,LWHI001A,25.99,2.15,7.59,1.15
2023-05-30,12:54:24,LWHI005A,28.96,9.63,9.17,0.36
2023-05-30,12:54:45,LWHI005A,28.92,9.5,9.17,1.21
2023-05-30,12:55:02,LWHI005A,27.91,9.06,9.22,1.64
2023-05-30,12:55:24,LWHI005A,26.92,7.45,8.58,1.94
2023-05-30,12:55:54,LWHI005A,26.17,5.97,8.16,2.91
2023-05-30,12:56:14,LWHI005A,25.18,1.56,7.92,3.6
2023-05-30,12:56:27,LWHI005A,24.25,0.82,7.86,4.6
2023-05-30,12:56:36,LWHI005A,23.19,0.69,7.83,4.72
2023-05-30,12:56:45,LWHI005A,22.17,0.62,7.78,4.79
2023-05-30,12:56:56,LWHI005A,21.18,0.49,7.72,5.03
2023-05-30,12:57:03,LWHI005A,20.72,0.46,7.69,6.12
2023-05-30,12:57:17,LWHI005A,19.86,0.38,7.67,6.21
2023-06-13,08:28:25,LWHI023,26.01,9.32,8.92,0.11
2023-06-13,08:28:44,LWHI023,26.02,9.34,8.92,1.04
2023-06-13,08:29:16,LWHI023,25.98,9.33,8.94,2.01
2023-06-13,08:30:01,LWHI023,25.96,9.3,8.95,3.02
2023-06-13,08:30:42,LWHI023,24.94,8.81,8.67,3.79
2023-06-13,08:30:50,LWHI023,24,8.63,8.66,3.96
2023-06-13,08:30:52,LWHI023,23.73,8.59,8.67,4.02
2023-06-13,08:31:01,LWHI023,22.73,8.4,8.66,4.19
2023-06-13,08:31:11,LWHI023,21.77,7.16,8.6,4.42
2023-06-13,08:31:22,LWHI023,20.76,5.93,8.62,4.69
2023-06-13,08:31:32,LWHI023,19.81,4.91,8.64,4.86
2023-06-13,08:31:40,LWHI023,18.87,4.35,8.64,5.04
2023-06-13,08:31:47,LWHI023,17.94,3.66,8.65,5.2
2023-06-13,08:31:53,LWHI023,16.94,2.95,8.67,5.44
2023-06-13,08:32:02,LWHI023,15.97,2.42,8.72,5.64
2023-06-13,08:32:10,LWHI023,14.99,2.1,8.7,5.83
2023-06-13,08:32:15,LWHI023,14.57,1.93,8.74,6
2023-06-13,08:32:25,LWHI023,13.56,2.37,8.78,6.23
2023-06-13,08:32:47,LWHI023,12.56,1.96,8.63,6.38
2023-06-13,08:33:32,LWHI023,11.55,0.64,8.36,6.93
2023-06-13,08:33:42,LWHI023,11.36,0.58,8.31,7.05
2023-06-13,08:34:44,LWHI023,10.49,0.41,8.08,8.05
2023-06-13,08:36:14,LWHI023,10.22,0.37,7.8,8.51
2023-06-12,15:00:51,LWHI027,26.88,7.93,8.13,0.1
2023-06-12,15:01:03,LWHI027,26.83,7.91,8.1,1.02
2023-06-12,15:01:19,LWHI027,26.64,7.87,8.11,2.09
2023-06-12,15:01:30,LWHI027,26.46,7.88,8.13,3.04
2023-06-12,15:01:36,LWHI027,25.45,7.54,8.15,3.55
2023-06-12,15:01:38,LWHI027,24.5,7.95,8.16,3.62
2023-06-12,15:01:39,LWHI027,24.14,8.09,8.16,3.69
2023-06-12,15:01:42,LWHI027,23.56,8.24,8.17,3.87
2023-06-12,15:01:44,LWHI027,22.94,8.35,8.18,4.04
2023-06-12,15:01:45,LWHI027,22.52,8.44,8.19,4.12
2023-06-12,15:01:48,LWHI027,21.63,8.68,8.18,4.27
2023-06-12,15:01:52,LWHI027,20.57,8.88,8.17,4.49
2023-06-12,15:01:57,LWHI027,19.59,8.06,8.12,4.9
2023-06-12,15:02:04,LWHI027,18.5,6.49,8.01,5.46
2023-06-12,15:02:07,LWHI027,17.68,6.01,7.99,5.73
2023-06-12,15:02:10,LWHI027,16.78,5.58,7.97,6.02
2023-06-12,15:02:14,LWHI027,15.65,5.02,7.96,6.33
2023-06-12,15:02:18,LWHI027,14.67,4.58,7.95,6.6
2023-06-12,15:02:23,LWHI027,13.68,4.05,7.94,6.85
2023-06-12,15:02:27,LWHI027,13.04,3.61,7.91,7.07
2023-06-12,15:02:34,LWHI027,12.01,3.01,7.88,7.53
2023-06-12,15:02:44,LWHI027,11.24,2.38,7.82,8.08
2023-06-12,15:03:01,LWHI027,10.47,1.57,7.72,9.06
2023-06-12,15:03:21,LWHI027,10.09,0.92,7.58,10.05
2023-06-12,15:03:40,LWHI027,9.77,0.66,7.47,11.05
2023-06-12,15:04:00,LWHI027,9.61,0.52,7.39,12.06
2023-06-12,15:04:16,LWHI027,9.46,0.45,7.33,13.07
2023-06-12,15:04:38,LWHI027,9.31,0.4,7.23,14.07
2023-06-12,15:05:42,LWHI027,9.26,0.37,7.12,14.78
2023-06-12,13:21:50,LWHI028,26.67,8.27,8.08,0.14
2023-06-12,13:22:00,LWHI028,26.68,8.28,8.2,1.02
2023-06-12,13:22:22,LWHI028,26.52,8.29,8.29,2.04
2023-06-12,13:22:56,LWHI028,26.44,8.34,8.32,3
2023-06-12,13:23:15,LWHI028,25.25,7.83,8.28,4.06
2023-06-12,13:23:17,LWHI028,24.25,8.03,8.22,4.25
2023-06-12,13:23:19,LWHI028,23.32,8.2,8.16,4.51
2023-06-12,13:23:23,LWHI028,22.24,8.12,8.12,4.76
2023-06-12,13:23:27,LWHI028,21.14,7.91,8.06,5.15
2023-06-12,13:23:32,LWHI028,20.13,7.37,8.03,5.32
2023-06-12,13:23:38,LWHI028,19.2,6.66,7.98,5.81
2023-06-12,13:23:43,LWHI028,18.26,6.09,7.95,6.13
2023-06-12,13:23:52,LWHI028,17.25,4.1,7.87,6.71
2023-06-12,13:23:58,LWHI028,16.72,3.03,7.82,7
2023-06-12,13:24:08,LWHI028,15.78,1.8,7.75,7.72
2023-06-12,13:24:11,LWHI028,15.32,1.58,7.73,8.01
2023-06-12,13:24:17,LWHI028,14.28,1.23,7.71,8.53
2023-06-12,13:24:23,LWHI028,13.3,1,7.7,9.14
2023-06-12,13:24:32,LWHI028,12.15,0.9,7.69,9.73
2023-06-12,13:24:37,LWHI028,11.74,0.98,7.67,10.1
2023-06-12,13:25:04,LWHI028,11.04,1.5,7.55,10.75
2023-07-10,11:44:28,LARK012A,28.92,9.65,9.01,0.1
2023-07-10,11:44:36,LARK012A,28.31,8.9,8.81,1
2023-07-10,11:44:43,LARK012A,27.98,7.33,8.55,2.19
2023-07-10,11:44:49,LARK012A,27.35,4.96,8.24,3.18
2023-07-10,11:44:55,LARK012A,26.04,2.33,7.97,3.93
2023-07-10,11:44:57,LARK012A,25.12,1.94,7.94,4.08
2023-07-10,11:44:59,LARK012A,24.3,1.77,7.91,4.38
2023-07-10,11:45:00,LARK012A,23.22,1.56,7.9,4.56
2023-07-10,11:45:02,LARK012A,22.3,1.37,7.87,4.85
2023-07-10,11:45:04,LARK012A,21.39,1.25,7.86,5.2
2023-07-10,11:45:05,LARK012A,20.48,1.2,7.85,5.38
2023-07-10,11:45:07,LARK012A,19.56,1.13,7.84,5.6
2023-07-10,11:45:11,LARK012A,18.53,0.96,7.82,6.16
2023-07-10,11:45:18,LARK012A,17.69,0.76,7.76,6.98
2023-07-10,11:45:25,LARK012A,16.72,0.63,7.68,7.91
2023-07-10,11:45:35,LARK012A,15.92,0.54,7.61,8.91
2023-07-10,16:43:00,LARK014A,29.27,9.77,8.99,0.1
2023-07-10,16:43:26,LARK014A,28.54,10.05,9.05,1
2023-07-10,16:44:01,LARK014A,27.92,9.59,8.91,2.02
2023-07-10,16:44:30,LARK014A,26.93,5.54,8.19,2.6
2023-07-10,16:44:47,LARK014A,25.91,2.95,7.8,3.03
2023-07-10,16:45:01,LARK014A,24.93,1.39,7.72,3.31
2023-07-10,16:45:11,LARK014A,23.98,1.26,7.7,3.53
2023-07-10,16:45:23,LARK014A,22.95,0.75,7.64,3.81
2023-07-10,16:45:35,LARK014A,21.88,0.54,7.61,4.12
2023-07-10,16:45:42,LARK014A,20.98,0.47,7.62,4.35
2023-07-10,16:45:53,LARK014A,19.91,0.42,7.63,4.68
2023-07-10,16:46:04,LARK014A,18.95,0.37,7.64,5.05
2023-07-10,16:46:20,LARK014A,17.97,0.34,7.67,5.59
2023-07-10,16:46:37,LARK014A,16.94,0.32,7.68,6.2
2023-07-10,16:47:13,LARK014A,15.94,0.28,7.62,7.1
2023-07-10,16:48:26,LARK014A,15.32,0.28,7.47,7.86
2023-09-26,13:05:39,LARK026A,26.54,9.58,9.2,0.32
2023-09-26,13:06:02,LARK026A,26.53,9.88,9.19,0.56
2023-09-26,13:06:04,LARK026A,26.43,9.04,8.8,1
2023-09-26,13:06:09,LARK026A,25.92,7.36,8.39,1.54
2023-09-26,13:06:28,LARK026A,25.65,4.65,7.94,1.88
2023-07-11,08:31:58,LARK038,26.68,10.43,8.16,0.14
2023-07-11,08:32:11,LARK038,27.23,11.92,8.09,0.66
2023-07-11,08:32:26,LARK038,27.25,12.17,8.07,1.11
2023-07-11,08:32:41,LARK038,27.25,12.09,8.02,1.6
2023-07-11,08:32:56,LARK038,26.49,8.16,7.62,2.1
2023-07-11,08:33:09,LARK038,25.68,5.53,7.47,2.36
2023-07-10,14:01:21,LARK039,30.14,11.4,9.66,0.11
2023-07-10,14:01:46,LARK039,29.17,10.98,9.64,1.03
2023-07-10,14:01:52,LARK039,28.11,11.01,9.63,1.25
2023-07-10,14:02:05,LARK039,27.52,8.2,8.83,2.03
2023-07-10,14:02:18,LARK039,26.52,3.23,8.24,2.74
2023-07-10,14:02:25,LARK039,25.42,1.93,8.03,2.99
2023-07-10,14:02:29,LARK039,24.56,1.5,7.94,3.14
2023-07-10,14:02:33,LARK039,23.44,1.2,7.9,3.3
2023-07-10,14:02:37,LARK039,22.49,1.02,7.88,3.45
2023-07-10,14:02:42,LARK039,21.49,0.87,7.88,3.61
2023-07-10,14:02:49,LARK039,20.51,0.74,7.86,3.8
2023-07-10,14:02:58,LARK039,19.51,0.65,7.84,4.05
2023-07-10,14:03:07,LARK039,18.51,0.57,7.82,4.39
2023-07-10,14:03:17,LARK039,17.49,0.51,7.8,4.74
2023-07-10,14:03:31,LARK039,16.5,0.48,7.8,5.18
2023-07-10,14:03:43,LARK039,15.56,0.43,7.79,5.64
2023-07-10,14:03:50,LARK039,14.54,0.4,7.82,6.12
2023-07-10,14:03:57,LARK039,13.58,0.39,7.83,6.56
2023-07-10,14:04:10,LARK039,12.51,0.38,7.76,6.96
2023-07-10,14:05:18,LARK039,12.14,0.33,7.39,7.34
2023-07-11,09:52:24,LNEO001A,27.71,9.32,8.74,0.34
2023-07-11,09:52:47,LNEO001A,27.71,9.28,8.69,1.08
2023-07-11,09:52:56,LNEO001A,27.66,9.25,8.7,2.1
2023-07-11,09:53:01,LNEO001A,26.99,7.2,8.23,3.06
2023-07-11,09:53:06,LNEO001A,25.96,4.16,8.05,3.66
2023-07-11,09:53:10,LNEO001A,24.94,2.61,7.95,4.24
2023-07-11,09:53:12,LNEO001A,23.76,2.14,7.9,4.48
2023-07-11,09:53:14,LNEO001A,22.55,1.95,7.81,4.73
2023-07-11,09:53:17,LNEO001A,21.64,1.63,7.76,4.99
2023-07-11,09:53:20,LNEO001A,20.79,1.37,7.73,5.31
2023-07-11,09:53:23,LNEO001A,19.74,1.19,7.73,5.65
2023-07-11,09:53:26,LNEO001A,18.96,1.03,7.75,6.03
2023-07-11,09:53:29,LNEO001A,17.66,0.94,7.76,6.27
2023-07-11,09:53:32,LNEO001A,16.66,0.88,7.8,6.6
2023-07-11,09:53:38,LNEO001A,15.67,0.79,7.86,6.85
2023-07-11,09:53:49,LNEO001A,14.7,0.64,7.87,7.86
2023-07-11,09:54:01,LNEO001A,13.97,0.54,7.8,8.87
2023-07-11,09:54:10,LNEO001A,13.6,0.5,7.71,9.26
2023-09-25,09:49:02,LOUA004A,25.65,7.52,7.15,0.49
2023-09-25,09:49:33,LOUA004A,25.55,7.23,7.08,1
2023-09-25,09:49:49,LOUA004A,25.27,5.36,6.71,2.02
2023-09-25,09:50:14,LOUA004A,25.04,3.36,6.47,3.02
2023-09-25,09:50:38,LOUA004A,25,3.03,6.48,3.54
2023-08-29,09:51:01,LOUA005A,30.99,6.02,6.74,0.54
2023-08-29,09:51:14,LOUA005A,30.98,6.04,6.73,1.01
2023-08-29,09:51:24,LOUA005A,30.99,6.02,6.71,2.1
2023-08-29,09:51:34,LOUA005A,30.99,5.99,6.71,3.08
2023-08-29,09:51:45,LOUA005A,30.91,4.99,6.68,4.05
2023-08-29,09:51:50,LOUA005A,29.87,2.73,6.48,4.49
2023-08-29,09:51:54,LOUA005A,28.92,1.76,6.43,4.8
2023-08-29,09:51:57,LOUA005A,27.88,1.51,6.38,4.95
2023-09-26,09:41:19,LOUA006A,27.1,8.56,9.2,0.4
2023-09-26,09:41:25,LOUA006A,27.09,8.57,9.19,1.18
2023-09-26,09:41:33,LOUA006A,27.07,8.62,9.19,2.04
2023-09-26,09:41:42,LOUA006A,27.02,8.45,8.86,3.17
2023-09-26,09:41:55,LOUA006A,26.98,7.06,8.73,3.62
2023-09-25,14:24:49,LOUA007A,27.14,9.4,8.32,0.42
2023-09-25,14:25:03,LOUA007A,26.75,7.5,7.66,1.03
2023-09-25,14:25:23,LOUA007A,26.39,3.46,6.9,2.08
2023-09-25,14:25:49,LOUA007A,26.33,1.96,6.69,3.05
2023-09-25,13:22:36,LOUA008A,26.39,8.99,6.87,0.42
2023-09-25,13:22:49,LOUA008A,26.2,8.86,6.85,1.02
2023-09-25,13:23:10,LOUA008A,25.63,3.83,6.19,2
2023-09-25,13:23:26,LOUA008A,24.55,1.27,5.78,3
2023-09-25,13:23:36,LOUA008A,23.52,0.8,5.74,3.46
2023-09-25,12:20:41,LOUA010A,26.59,7.85,7.38,0.38
2023-09-25,12:20:46,LOUA010A,26.61,7.91,7.38,0.55
2023-09-25,12:20:57,LOUA010A,26.27,6.57,7.23,1.02
2023-09-25,12:21:12,LOUA010A,26.14,5.35,7.09,1.52
2023-09-25,12:21:29,LOUA010A,26.07,4.72,7.03,2.01
2023-08-29,08:56:48,LOUA012A,30.69,5.12,6.77,0.29
2023-08-29,08:56:57,LOUA012A,30.69,5.03,6.72,1.08
2023-08-29,08:57:13,LOUA012A,30.69,4.93,6.71,2.06
2023-08-29,08:57:26,LOUA012A,30.54,4.54,6.72,3.02
2023-08-29,08:57:33,LOUA012A,29.52,2.54,6.45,3.45
2023-08-29,08:57:40,LOUA012A,28.55,1.46,6.58,3.52
2023-08-29,08:57:56,LOUA012A,27.55,0.63,6.82,3.72
2023-08-29,10:35:49,LOUA026A,30.65,3.8,6.49,0.53
2023-08-29,10:36:08,LOUA026A,30.55,3.51,6.46,1.04
2023-08-29,10:36:32,LOUA026A,30.34,3.3,6.44,2
2023-08-29,10:36:40,LOUA026A,29.41,1.44,6.23,2.42
2023-08-29,10:36:44,LOUA026A,28.49,0.94,6.38,2.69
2023-08-28,12:08:24,LRED001A,32.14,6.05,6.98,0.45
2023-08-28,12:08:33,LRED001A,32.15,6.08,6.98,1.04
2023-08-28,12:08:44,LRED001A,32.13,6.03,6.98,2.07
2023-08-28,12:08:57,LRED001A,32.12,5.94,6.98,3.04
2023-08-28,12:09:34,LRED001A,32.01,5.46,6.88,4.09
2023-08-28,12:09:44,LRED001A,31.21,2.83,6.68,4.93
2023-08-28,12:09:49,LRED001A,30.07,1.46,6.54,5.38
2023-08-28,12:09:57,LRED001A,29.01,0.79,6.59,5.69
2023-08-28,12:10:09,LRED001A,27.99,0.49,6.75,5.86
2023-08-28,13:49:58,LRED001B,31.76,7.03,7.74,0.48
2023-08-28,13:50:09,LRED001B,31.75,7,7.68,1.11
2023-08-28,13:50:19,LRED001B,31.63,6.79,7.66,2.09
2023-08-28,13:50:38,LRED001B,31.46,6.27,7.57,3.05
2023-08-28,13:50:49,LRED001B,31.33,5.72,7.48,3.6
2023-08-28,15:23:52,LRED002A,32.32,6.97,7.24,0.42
2023-08-28,15:24:07,LRED002A,32.31,6.97,7.25,1.05
2023-08-28,15:24:20,LRED002A,32.24,6.93,7.25,2.02
2023-08-28,15:24:32,LRED002A,32.09,6.77,7.23,3.02
2023-08-28,15:24:50,LRED002A,31.59,6.2,7.15,4.06
2023-08-28,15:25:06,LRED002A,31.34,5.86,7.04,5.12
2023-08-28,15:25:16,LRED002A,30.1,3.49,6.7,5.51
2023-08-28,15:25:18,LRED002A,29.22,2.62,6.7,5.66
2023-08-28,15:25:23,LRED002A,28.13,1.59,6.82,6.01
2023-08-28,10:43:21,LRED004A,31.27,3.94,6.41,0.47
2023-08-28,10:43:46,LRED004A,31.27,3.87,6.38,1.01
2023-08-28,10:44:14,LRED004A,31.26,3.7,6.39,1.5
2023-09-18,13:11:16,LWHI005A,26.74,9.94,8.84,0.75
2023-09-18,13:11:20,LWHI005A,26.63,9.41,8.69,1.51
2023-09-18,13:11:29,LWHI005A,25.68,8.99,8.32,2.33
2023-09-18,13:11:39,LWHI005A,24.99,8.77,8.05,3.4
2023-09-18,13:12:41,LWHI005A,24.46,3.76,7.48,4.42
2023-09-19,13:51:52,LWHI023,25.48,8.15,8.76,1.29
2023-09-19,13:52:32,LWHI023,25.48,8.15,8.76,2.21
2023-09-19,13:52:56,LWHI023,24.71,7.1,8.6,3.65
2023-09-19,13:53:49,LWHI023,24.46,6.09,8.52,4.22
2023-09-19,12:35:41,LWHI027,24.61,7.62,8.45,0.68
2023-09-19,12:29:59,LWHI027,24.63,7.78,8.4,1.22
2023-09-19,12:36:29,LWHI027,24.64,7.69,8.44,1.61
2023-09-19,12:30:30,LWHI027,24.63,7.78,8.41,2.37
2023-09-19,12:36:50,LWHI027,24.56,7.7,8.42,2.61
2023-09-19,12:30:32,LWHI027,24.63,7.77,8.4,3.54
2023-09-19,12:36:55,LWHI027,24.55,7.7,8.42,3.76
2023-09-19,12:30:42,LWHI027,24.53,7.7,8.38,4.44
2023-09-19,12:37:00,LWHI027,24.51,7.64,8.39,4.63
2023-09-19,12:37:09,LWHI027,24.37,6.69,8.18,5.39
2023-09-19,12:30:43,LWHI027,24.51,7.68,8.38,5.4
2023-09-19,12:30:47,LWHI027,23.16,6.09,8.05,6.19
2023-09-19,12:37:10,LWHI027,24.35,6.41,8.16,6.24
2023-09-19,12:30:48,LWHI027,22.24,5.86,8.03,6.37
2023-09-19,12:30:49,LWHI027,21.39,5.25,7.99,6.52
2023-09-19,12:37:12,LWHI027,23.11,5.26,8.13,6.62
2023-09-19,12:30:50,LWHI027,20.61,4.87,7.86,6.63
2023-09-19,12:37:13,LWHI027,22.46,5.05,8.02,6.72
2023-09-19,12:37:14,LWHI027,21.91,4.62,7.99,6.78
2023-09-19,12:30:52,LWHI027,19.81,4.37,7.81,6.84
2023-09-19,12:30:53,LWHI027,18.26,4.31,7.82,6.93
2023-09-19,12:37:16,LWHI027,20.93,4.05,7.93,6.97
2023-09-19,12:37:18,LWHI027,20.33,3.74,7.9,7.12
2023-09-19,12:30:57,LWHI027,17.3,3.45,7.78,7.13
2023-09-19,12:37:19,LWHI027,18.58,3.37,7.89,7.19
2023-09-19,12:31:00,LWHI027,16.99,2.67,7.76,7.22
2023-09-19,12:31:01,LWHI027,16.71,2.84,7.81,7.25
2023-09-19,12:37:24,LWHI027,16.89,2.53,7.82,7.37
2023-09-19,12:37:26,LWHI027,15.14,2.34,7.81,7.44
2023-09-19,12:37:27,LWHI027,14.49,2.3,7.71,7.48
2023-09-19,12:31:04,LWHI027,14.6,2.46,7.74,7.97
2023-09-19,12:31:12,LWHI027,13.85,1.64,7.6,8.1
2023-09-19,12:31:13,LWHI027,12.64,1.6,7.59,8.18
2023-09-19,12:37:31,LWHI027,13.54,2.07,7.65,8.64
2023-09-19,12:31:15,LWHI027,12.24,1.58,7.59,9.12
2023-09-19,12:37:38,LWHI027,12.54,1.41,7.61,9.28
2023-09-19,12:37:41,LWHI027,11.24,1.32,7.58,10.25
2023-09-19,12:31:28,LWHI027,11.57,1.13,7.5,10.5
2023-09-19,12:37:55,LWHI027,10.67,0.97,7.52,11.21
2023-09-19,12:31:30,LWHI027,11.42,1.06,7.49,11.22
2023-09-19,12:38:54,LWHI027,10.24,0.32,7.51,12.02
2023-09-19,12:31:41,LWHI027,10.64,0.76,7.47,12.26
2023-09-19,11:11:04,LWHI028,24.77,7.89,8.48,1.12
2023-09-19,11:11:27,LWHI028,24.76,7.89,8.47,2.09
2023-09-19,11:11:39,LWHI028,24.71,7.87,8.46,3.04
2023-09-19,11:11:40,LWHI028,24.71,7.87,8.46,4.03
2023-09-19,11:11:48,LWHI028,24.68,7.86,8.47,4.95
2023-09-19,11:11:50,LWHI028,24.66,7.84,8.47,6.14
2023-09-19,11:11:57,LWHI028,23.22,6.35,8.09,6.94
2023-09-19,11:11:58,LWHI028,22.22,6.07,8.03,7.05
2023-09-19,11:11:59,LWHI028,21.17,5.77,8,8.05
2023-09-19,11:12:00,LWHI028,20.44,5.78,7.98,8.24
2023-09-19,11:12:02,LWHI028,19.58,4.87,7.95,8.51
2023-09-19,11:12:03,LWHI028,18.07,4.52,7.93,8.68
2023-09-19,11:12:04,LWHI028,17.5,4.58,7.92,8.82
2023-09-19,11:12:10,LWHI028,16.52,3.31,7.76,9.14
2023-09-19,11:12:11,LWHI028,16.3,3.21,7.75,9.98
2023-09-19,11:12:12,LWHI028,15,2.81,7.75,10.11
2023-09-19,11:12:18,LWHI028,13.97,2.35,7.69,10.73
2023-09-19,11:12:22,LWHI028,13.59,1.73,7.65,11.84
2023-09-19,11:12:25,LWHI028,12.26,1.59,7.63,12.16
2023-09-19,11:12:35,LWHI028,11.48,1.38,7.49,13.62
2023-09-19,11:12:48,LWHI028,10.86,0.9,7.44,14.68
2023-09-19,11:12:52,LWHI028,10.74,0.8,7.44,15.68
2023-09-19,11:13:03,LWHI028,10.42,0.61,7.41,16.65
2023-09-19,11:13:23,LWHI028,10.27,0.44,7.39,17.7
2023-09-19,11:13:36,LWHI028,10.17,0.36,7.4,17.8
2023-10-02,11:12:39,LARK012A,25.38,11,9.29,0.42
2023-10-02,11:13:04,LARK012A,25.27,9.03,8.91,1
2023-10-02,11:13:17,LARK012A,24.93,5.14,8.12,2.08
2023-10-02,11:13:32,LARK012A,24.49,1.69,7.8,3.01
2023-10-02,11:13:46,LARK012A,23.81,0.86,7.65,4.03
